country_name,country_code,region,income_group,year,gdp_usd,population,life_expectancy,unemployment_rate,co2_emissions_per_capita,access_to_electricity_pct,source_file,ingested_at
Sweden,SWE,Europe & Central Asia,High income,2010,486242210709.0,9371932.0,81.7,9.06,5.24,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Netherlands,NLD,Europe & Central Asia,High income,2003,544294855165.0,16093854.0,79.0,3.59,10.94,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
China,CHN,East Asia & Pacific,Upper middle income,2020,15261057522417.0,1408563002.0,77.9,4.91,7.22,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Germany,DEU,Europe & Central Asia,High income,2016,3727645451003.0,82635858.0,80.9,4.24,8.41,99.92,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2015,1636796861855.0,144043178.0,71.2,5.9,11.4,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Poland,POL,Europe & Central Asia,High income,2017,592898466515.0,37948385.0,77.8,5.0,8.19,99.57,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Norway,NOR,Europe & Central Asia,High income,2011,425914008074.0,4939722.0,81.6,3.58,8.94,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2022,1891269317479.0,143983930.0,71.9,3.5,11.1,99.88,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Brazil,BRA,Latin America & Caribbean,Upper middle income,2023,2200471962764.0,216365931.0,75.9,7.61,2.27,99.54,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Norway,nor,Europe & Central Asia,High income,2021,467264208705.0,5432140.0,83.4,4.24,6.39,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Saudi Arabia,SAU,Middle East & North Africa,High income,2013,621622426459.0,29711650.0,75.4,5.74,15.75,99.57,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
India,IND,South Asia,Lower middle income,2003,818768739482.0,1111369812.0,63.9,7.99,1.07,63.32,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2006,168158498645.0,77154061.0,69.6,8.65,2.26,98.74,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2004,246230185100.0,47397183.0,57.2,26.68,8.13,75.93,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Ethiopia,ETH,Sub-Saharan Africa,Low income,2011,36466181104.0,90534482.0,62.5,2.1,0.08,25.45,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Germany,DEU,Europe & Central Asia,High income,2005,2716766053363.0,81971394.0,79.1,7.76,9.9,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Korea, Rep.",KOR,East Asia & Pacific,High income,2001,631101245689.0,47266650.0,76.5,4.19,9.33,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Indonesia,IDN,East Asia & Pacific,Upper middle income,2021,1283529850914.0,273890292.0,69.7,3.83,2.35,99.18,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Indonesia,IDN,East Asia & Pacific,Upper middle income,2001,228648146907.0,216799358.0,66.3,6.35,1.35,86.74,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2001,382755466342.0,146066762.0,65.9,10.21,10.57,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Japan,JPN,East Asia & Pacific,High income,2018,5160631261415.0,126794694.0,84.2,2.69,8.55,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2001,161588378143.0,45525702.0,56.4,25.57,8.15,71.54,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Poland,POL,Europe & Central Asia,High income,2002,235392083328.0,38222082.0,74.2,14.91,8.0,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Australia,AUS,East Asia & Pacific,High income,2021,1639499919452.0,25985408.0,83.7,5.31,14.5,99.64,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Mexico,MEX,Latin America & Caribbean,Upper middle income,2003,826276924611.0,103367389.0,74.6,3.53,3.88,97.43,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United Kingdom,GBR,Europe & Central Asia,High income,2001,1734179449361.0,59309095.0,78.0,5.41,9.06,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
India,IND,South Asia,Lower middle income,2001,581738896255.0,1076546304.0,63.0,7.54,0.93,60.46,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Canada,CAN,North America,High income,2022,2069747525650.0,39451131.0,81.7,6.13,14.64,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2006,241388458198.0,144807943.0,49.0,3.62,0.74,48.76,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Turkiye,TUR,Europe & Central Asia,Upper middle income,2014,779690724366.0,77276641.0,76.2,12.23,4.32,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Norway,NOR,Europe & Central Asia,High income,2020,426003748737.0,5393577.0,83.3,4.83,6.34,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Japan,JPN,East Asia & Pacific,High income,2004,5277742806005.0,127323987.0,81.9,5.13,9.38,99.63,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2007,425385996423.0,9228054.0,80.9,7.74,5.4,99.69,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Argentina,ARG,Latin America & Caribbean,Upper middle income,2003,325024905312.0,38335010.0,74.3,13.29,3.95,96.28,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Poland,POL,Europe & Central Asia,High income,2006,361022757919.0,38152718.0,75.2,12.24,8.43,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Spain,ESP,Europe & Central Asia,High income,2013,1478072248388.0,46775193.0,82.6,20.21,5.77,99.82,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
China,CHN,East Asia & Pacific,Upper middle income,2015,10561179051013.0,1378025052.0,76.4,4.64,6.81,99.77,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Vietnam,VNM,East Asia & Pacific,Lower middle income,2005,74002902387.0,83663791.0,73.0,1.68,1.16,91.96,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Sweden,SWE,Europe & Central Asia,High income,2004,353562585909.0,9075469.0,80.3,6.87,5.49,99.77,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
China,CHN,East Asia & Pacific,Upper middle income,2011,7123349091068.0,1346173287.0,74.9,4.55,6.03,99.74,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2012,57764827252.0,43262405.0,62.7,5.75,0.34,29.57,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Italy,ITA,Europe & Central Asia,High income,2023,2284223282141.0,58965055.0,83.7,7.76,4.97,99.97,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Thailand,THA,East Asia & Pacific,Upper middle income,2009,304535863539.0,66783512.0,73.5,1.5,4.07,97.66,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Korea, Rep.",KOR,East Asia & Pacific,High income,2000,581473232875.0,47008660.0,76.0,4.4,8.76,99.92,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
"Korea, Rep.",KOR,East Asia & Pacific,High income,2020,1673715512075.0,51724514.0,83.4,3.9,11.59,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
India,IND,South Asia,Lower middle income,2011,1780037806162.0,1251391702.0,67.3,7.88,1.49,77.72,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Turkiye,TUR,Europe & Central Asia,Upper middle income,2015,"$763,325,006,735",NULL,76.6,12.04,4.51,99.84,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2018,95327109333.0,48538098.0,65.7,5.34,0.39,64.23,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2002,19442564852.0,33036984.0,53.5,4.76,0.31,15.98,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Argentina,ARG,Latin America & Caribbean,Upper middle income,2011,417431615617.0,41594949.0,75.7,7.91,4.36,98.35,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Thailand,THA,East Asia & Pacific,Upper middle income,FY2013,412102176758.0,68586616.0,75.7,0.85,4.13,99.22,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Poland,POL,Europe & Central Asia,High income,2018,603451882984.0,37883068.0,78.0,4.31,7.71,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2005.0,893701996793.0,144829913.0,67.1,8.65,10.8,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Japan,JPN,East Asia & Pacific,High income,2020,4657069483705.0,126053815.0,84.4,2.79,7.6,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Thailand,THA,East Asia & Pacific,Upper middle income,2007,276567520241.0,65893582.0,73.1,1.34,3.95,94.2,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2008,38552174878.0,39382768.0,59.5,5.66,0.3,18.08,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
India,IND,South Asia,Lower middle income,2000,463893117707.0,1059795314.0,62.3,7.91,0.93,59.18,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Vietnam,VNM,East Asia & Pacific,Lower middle income,2000,31194640524.0,79848079.0,72.0,2.29,0.72,86.14,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Norway,NOR,Europe & Central Asia,High income,2017,422041596373.0,5244348.0,82.7,3.9,7.49,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Australia,AUS,East Asia & Pacific,High income,2006,848206159396.0,20879453.0,80.8,5.34,17.71,99.83,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Indonesia,IDN,East Asia & Pacific,Upper middle income,2015,967596092694.0,258435741.0,70.2,4.53,1.97,96.49,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Indonesia,IDN,East Asia & Pacific,Upper middle income,2010,759206445799.0,244071176.0,68.5,5.81,1.77,92.92,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United States,USA,North America,High income,2001,10939677887076.0,284924364.0,76.8,4.55,19.59,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Canada,CAN,North America,High income,2007,1357742785957.0,33025142.0,80.7,7.4,16.72,99.46,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Brazil,BRA,Latin America & Caribbean,Upper middle income,2001,807867389704.0,177955079.0,70.4,9.24,1.83,95.44,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
India,IND,South Asia,Lower middle income,2002,709518550495.0,1094302851.0,63.3,7.92,1.02,62.53,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Italy,ITA,Europe & Central Asia,High income,2004,1545950204442.0,57845385.0,80.6,9.08,7.94,99.95,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
United States,USA,North America,High income,2009,14021154613861.0,306692489.0,78.5,10.73,17.8,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Indonesia,IDN,East Asia & Pacific,Upper middle income,2006,524252432752.0,231821898.0,67.6,5.6,1.51,90.3,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Italy,ITA,Europe & Central Asia,High income,2006,1741605841434.0,58372548.0,81.1,9.27,7.62,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2000,262310645715.0,146707783.0,65.5,11.29,10.49,99.92,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Saudi Arabia,SAU,Middle East & North Africa,High income,2009,486096164465.0,26734486.0,74.3,5.88,15.31,99.71,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2002,127297132535.0,130227011.0,47.4,3.74,0.7,46.13,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Norway,NOR,Europe & Central Asia,High income,2001,193774881237.0,4532128.0,79.0,3.52,8.72,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Norway,NOR,Europe & Central Asia,High income,2016,415505182227.0,5198371.0,82.6,3.9,7.76,100.0,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2023,376122756718.0,60418653.0,66.0,32.99,-6.5,87.44,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Vietnam,VNM,East Asia & Pacific,Lower middle income,2011,141985697301.0,88363095.0,73.9,1.29,1.77,97.45,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Norway,NOR,Europe & Central Asia,High income,2002,223590294278.0,4567820.0,79.2,3.6,8.84,99.69,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
Argentina,ARG,Latin America & Caribbean,Upper middle income,2001,298140693117.0,37489660.0,73.9,14.36,3.85,95.27,wdi_extract_2024Q4.csv,2026-08-18 04:12:07
